id,name,resource_state
1374652,"Maurice-Duplessis - Flatlands - Westbound",3
1374664,"Saint-Jean Baptiste - Downhill",3
9136443,"La petite butte de l'avenue Armand-Chaput",3
4351096,"Maurice-Duplessis direction Est",3
4588091,"Hawthorn-Dale Cemetery",3
4457169,"Sentier Duplessis|Gouin [Direction nord]",3
4258643,"H-B Perras square",3
8585693,"C dans le parc (nord)",3
8581822,"Slalom dans le fleuve",3
7390017,"Sprint Radar Ecole La Source :-)",3
8284146,"Chemin du Pays Brûlé",3
5012871,"Jean Paul Choquet",3
5012880,"Montée Du Lac",3
5012906,"Petit Bois 2",3
3992500,"Chemin du Petit Bois",3
5343880,"Tour de Varennes",3
4735441,"Rue Quévillon Climb",3
4735440,"Rue Dalpé Climb",3
7753133,"St-Charles à Victor - fossé au ruisseau",3
9840981,"Victor à St-Charles - fossé au ruisseau",3
7286705,"bitume neuf caché",3
9662027,"Carré St-Janvier",3
1685875,"Following Robin's Trail",3
4148146,"Rue des Guinées Climb",3
7294234,"Celeron South 1,5",3
7294226,"Celeron North 1,4",3
4142383,"Blainville Test Track",3
5467700,"Blainville/St-Jérome/Blainville",3
2909473,"plaisance ",3
8142627,"Plaisance de 344 à Des Seigneurs",3
7258726,"entrepot loblaws vers le sud",3
8029287,"Tronçon Expert Grosse Côte",3
4504778,"Trans-Terrebonne (golf/Passerelle)",3
4511744,"Trans-Terrebonne (Plaisance/Passerelle vers Ouest)",3
4504810,"Trans-Terrebonne (Passerelle/Plaisance)",3
7764597,"Boisé loop",3
4412478,"Xc golf le Versant",3
9654738,"Back home cut over trail terrebonne",3
4256821,"Saint-Sacrement Sprint",3
8998240,"Vieux-Pont Sud",3
2909831,"col san antonio",3
7491052,"Lap 2014",3
3798307,"Côte Boulevard des Seigneurs",3
7155340,"GUZZO au complet",3
5595117,"Masson's Big Bump",3
1656810,"Des Seigneurs",3
7313014,"Côtelette",3
5595074,"Grande Allée Giggity Giggity ",3
7548339,"Ch St-Charles - Bibliothèque à de l'Église",3
9038049,"St-Charles/Montée Dumais",3
7548246,"Ch St-Charles - Dumais à Desjardins",3
7554889,"Montée Dumais overpass 40 dir sud",3
7097080,"640/Charles-Aubert",3
9729013,"Charles-Aubert Nord",3
7548256,"Ch St-Charles - Desjardins à Dumais",3
8765637,"Mtb Boucle Horaire",3
8765651,"Mtb Trail Sud",3
3867655,"lévesque est sprint",3
1354952,"Laval Sprint Point",3
5162749,"344 est overpass de la 40.",3
7554788,"Ch St-Charles de l'Église à Kennedy",3
7548232,"Ch St-Charles - Kennedy à de l'Église",3
7550064,"344 ouest overpass de la 40.",3
9761176,"Pointe Est Finish Sprint",3
5420995,"Pont le Gardeur (2e pont)",3
2090477,"Pont Du Bout De L'Ile. ",3
2917433,"pont le gardeur direction ouest",3
2369724,"Bourdon Island Bridge",3
5786514,"Boul L'Assomption Climb",3
5291643,"Parc Bout-de-l'île - Parc Pierre-Payet dir Ouest",3
4525036,"81ieme - pont Legardeur",3
2312531,"Chemin de la Baronie",3
7554481,"117 StMarguerite/Boise",3
4782022,"Sprint a J-P",3
1750634,"St-Pierre / Ste-Marguerite",3
7719789,"ste marguerite - cote st-pierre",3
9754801,"BumpySmooth",3
1251005,"strech Parc Lineaire",3
9754795,"Bumpy South",3
5740155,"Recupération",3
4716687,"bosse Mtée Gagnon sud",3
9422731,"Martin de Valiquette à Ste-Claire",3
4944930,"Ch. Comtois - Martin",3
5436534,"Boul. des Entreprises",3
9966583,"Trans Terrebonne - chemin Martin à chemin Comtois",3
2902187,"cote esplanade",3
7168968,"Piste Cyclable Esplande/Boul Mascouche",3
7232794,"Montée Boul mascouche",3
3915051,"CLM piste cyclable",3
4986771,"CLM L'esplanade",3
4900259,"CLM Cemin Pincourt",3
4663183,"Sprint_Bourque",3
7715888,"640 voie service",3
2217803,"Avenue Normandie Climb",3
9899190,"ridge",3
7823680,"Aéroport de Mascouche",3
9729022,"Avenue de la Gare Nord",3
9453046,"24 Km lap",3
1691336,"Repen",3
7218419,"record pace",3
5291384,"Hyberville Ouest (Brien - L'Orange)",3
5020843,"Manning Hill",3
7384524,"Dirt Diamonds",3
7083368,"Circuit L'lle Perrot",3
3990624,"Île Perrot Loop",3
4301760,"Tour Île Perrot",3
1302908,"Île Perrot Anti-clockwise complete loop",3
10097309,"RP Ile Perrot Outer Perimeter Loop",3
5513200,"La Montréalaise 155 km",3
4328222,"Senneville - SteMarie - McGill/Mac",3
5568378,"Mac Fields-Senneville-St-Annes",3
5568361,"Mac Fields-Senneville-St-Annes",3
9601684,"Sainte-Anne 10mile TT",3
666077,"John Abbot Intervals",3
1424649,"Laprairie Criterium",3
1596734,"Dave's course",3
1775827,"Dave Course #2 - NEW",3
4505736,"Ile Bizard",3
820240,"Parc René-Lésvesque - Canal Lachine ouest",3
2471990,"Parc Rene-Levesque Loop counter clock wise",3
2574259,"Ti-René Park Loop (almost)",3
5292277,"Parc Rene-Levesque Loop clock wise",3
8830733,"Brossard Fat bike lap",3
5543577,"Sherbrooke/Ste-Marie Crit",3
7473163,"triathlon_lachine_1xloop",3
5137103,"Louisbourg Park",3
8974126,"Full Fat Bike SBCU ",3
7887639,"10 tours mardi de LaChine",3
7887626,"5 tours mardi de LaChine",3
7887649,"15 tours mardi de LaChine",3
831431,"Grove Hill 32nd Ave CX Course",3
4664971,"Cote de la STM",3
4817960,"Triathlon de Verdun - Course à pied ",3
7865432,"Triathlon Verdun - 2014",3
5431678,"Sir George 200m Sprints",3
788944,"Carignan MTB Loop",3
8208137,"Angrignon Circuit (Detour) 5 LAPS",3
8208123,"Angrignon Circuit (Detour) 1 LAP",3
8246674,"Carrefour Angrignon TT",3
9791536,"Tour Lasalle-Verdun",3
9791574,"Tour Verdun-Lasalle",3
2384192,"MoWest Loop",3
7424782,"Av. Colomb",3
9825521,"T00nie Crit 2015. 1 Lap",3
1778061,"Sprint (around home) 02",3
9919018,"Avenue Monkland E. (Cavendish / West Hill)",3
9919022,"Avenue West Hill S. (Monkland / Sherbrooke)",3
4194535,"Lap de l'Eglise ",3
2567751,"Go Cabot!",3
7670191,"Estacade et voie maritime aller-retour",3
7769045,"Pont Beaudoin - Parc - And Back",3
1836985,"Sprint (around home) 04",3
9997772,"Marlowe Climb Short",3
1202402,"Canal Lachine - Aller-Retour",3
4537906,"Atwater - parc Rene Levesque - Atwater bikepath",3
3956741,"Through Westmount Park West",3
679012,"Techno Park- Saint Laurent, Medium Loop",3
1683038,"Techno Parc St-Laurent",3
9035185,"Chemin Circle "Full blast lap" ",3
8509610,"Avenue Kensington N. (Sainte-Catherine/Maisonneuve)",3
3935214,"Atwater Exit Climb",3
7547474,"Victoria - Final Push",3
4543071,"EdgeHill",3
7977902,"Edgehill Reverse",3
6705096,"Clarke to Montrose",3
2477484,"Av Church Hill",3
3635238,"Atwater (St.Antoine to R.L.)",3
5777922,"Atwater part 1",3
9911218,"Rue des Seigneurs N. (William / Lionel-Groulx)",3
7404973,"Technoparc loop",3
7404980,"Technoparc x3",3
4589489,"Ile Bizard anti-horaire",3
10051781,"Tour Île-Bizard antihoraire",3
7528654,"thePack T00nie Crit Lap",3
7528766,"T00nie Crit$ 1Lap",3
9761604,"Painted track skills",3
9035193,"Criterium des jardins de Madame Surrey",3
5090988,"Summit Crescent (Sprint) - From Gordon Crescent to Summit Circle",3
663008,"Westmount Bellevue",3
9315944,"Av Bellevue",3
7358430,"Montrose to Cedar ",3
9232368,"St Jacques to Notre Dame via Guy",3
4492708,"Bonaventure Expressway Climb",3
4980675,"The Pack Crit Toonie Lap Compact",3
8261843,"T00nie Crit$. 1 Lap",3
9761592,"Hypodrome 0.8km Crit loop",3
8030629,"Remembrance - to Summit ",3
5477133,"Summit  ",3
3984687,"St-Jacques to St-Antoine Climb on de la Montagne",3
2210344,"Île-Bizard (counter-clockwise) via Chèvremont",3
8845149,"Bois-Francs sur neige",3
8845135,"Érable noir sur neige",3
4721694,"The Pack Toonie Crit Lap",3
7902903,"Flat part 1 - Bottom of Polytech",3
4842026,"Remembrance bottom",3
2601420,"Victoria Path 1 Lap",3
9806482,"OLD VERSION - CGV - Au complet ",3
9741707,"Courbe Senna",3
7561785,"20 laps CGV no hairpin",3
5618465,"Parc Bois de liesse",3
8218173,"Marlett_Authier-to-StLouis",3
7664743,"Triangle Heart",3
7664759,"Around Baron de Hirsch Cemetery",3
1465014,"Mount-Royal + Poly",3
5408954,"Bumpy Bump",3
2325553,"cote de cedar",3
3971604,"McGill street sprint ( d'Youville to Notre-Dame )",3
7210374,"CGV 2 tours sans l'épingle",3
4542992,"CGV no hairpin Start-Finish Line",3
620190,"Circuit Gilles Villeneuve",3
2293385,"Île-Bizard (half-loop) via de l'Église & Chèvremont",3
7220737,"CCM 1km",3
7567729,"CDN Viaduct- FIXED",3
5549262,"Camillien Houde + Polytechnique",3
7623302,"Ch. de la Rampe up section #2",3
4577020,"tour du mont-royal",3
8289380,"Peel to Pins from Penfield ",3
8471089,"Avenue Union S. (Maisonneuve/Cathcart)",3
5122397,"Bleury - Downhill",3
5033499,"Circuit Gilles Villeneuve",3
4043578,"Ile Bizard Anti-Clockwise from Top",3
2273226,"Ile Bizard clockwise d'en haut",3
5738726,"Rue Jean Gascon Climb",3
8218198,"DeLeglise_StAubin-to-MarcelLaurin",3
3635853,"Mount Murray",3
7909467,"Col Mausolée",3
7746142,"Côte mausolée JPII Notre-Dame-des-Neige",3
9810257,"Chung hill",3
9942096,"Triathlon St-Lambert",3
7837337,"Tire-Bouchon (Corkscrew 112)",3
7837316,"Tire-Bouchon (Corkscrew 112)",3
7207101,"VSL Contre-la-montre",3
9407958,"Andes - Outardes counter clockwise",3
8506717,"Wilderton wrong way sprint.",3
619928,"U de M Music School Climb",3
5203457,"Côte de la musique",3
7468435,"UdeM Music Short climb",3
846855,"Boulevard Mont-Royal (sprint)",3
2247422,"Monkey Face",3
4857078,"St-Laurent (Ontario to Sherbrooke) SPRINT",3
8340901,"Rue Charlotte E. (Saint-Dominique / Sainte-Élisabeth)",3
4257388,"Small Berri sprint into Vieux-Port",3
9283716,"Le Paterberg sur Berri ",3
7168821,"Bonsecours Hill Climb",3
7816247,"Bassin de l'Horloge Crit",3
8285528,"CX Ile Ste-Helene",3
3995722,"CVG curve / no pin",3
9953219,"Saint-Germain CoteVertu_a_Eglise",3
6579600,"Cemetery Dash",3
7969450,"The Hockey Rink Breakaway",3
641590,"Ave Mccullouch",3
3467548,"Vezinet-McCulloch to Mt. Royal",3
5356218,"Voie Camillien Houde I",3
1482962,"Mont-Royal Pro tour",3
8340906,"Maisonneuve Dir. Est (court)",3
7663799,"St-Hubert UP : passe ailleurs si tu trouves ça trop dangereux",3
7110214,"St-Andre sprint",3
4783873,"CGV 1 Tour à partir du rond point",3
5083082,"Circuit Gilles Villeneuve N-E-S-O",3
2077279,"Epingle to Epingle",3
7249201,"Victoria Day Detour Loop",3
7339348,"TMR Crit",3
9178456,"Lunch Break Loop",3
9016841,"Laird up&down around Thibodeau Park",3
7155607,"TMR Sprint GMA Loop",3
5265019,"La traverse",3
7390409,"Cherrier vers l'est",3
3678220,"Bikurious Sprint Climb",3
4302187,"JC Kicker",3
4395959,"Courte montée vers pont JC",3
3923332,"Macdonald jusqu'à Tour de l'isle ",3
7869181,"I.Ste-Helene LOOP",3
2679544,"Under JC",3
9791841,"Montée Chemin MacDonald / Chemin du Tour de l'isle",3
3795805,"",3
9381669,"Chomedey Hydro Line Pt. 5",3
5629237,"Industrial Crit",3
9594418,"Argon 18 final sprint",3
4056583,"Laval Lac Only Loop",3
9376053,"Dip Dip EST",3
9376058,"Dip Dip OUEST",3
7403816,"StDom Beaubien StZoth",3
9728987,"Iberville Quick sprint",3
8466794,"Rue Saint-Dominique N. (Jean-Talon / Mozart)",3
5178703,"Lap around Parc Jarry",3
9091779,"Normanville (Beaubien - Bellechasse)",3
3920182,"Rosemont",3
7871556,"Bosses Bordeaux",3
4942078,"Montgomery climb",3
9907159,"Bercy climb",3
9378588,"Chomedey Hydro Line Pt. 1 (Reverse)",3
9378521,"Chomedey Hydro Line Pt. 1",3
2282652,"Pointe ouest (1)",3
4153754,"Pointe Ouest Mtl",3
9766901,"Rue Saint Zotique O. (de Lanaudière / de la Roche)",3
2064369,"Under Pass Ave De Lorimier à rue d'Iberville",3
7762338,"piste 1 - michel chartrand",3
7105518,"Côte machin",3
9876265,"Rue Claude Jodoin E. (7e / Canadien Pacifique)",3
5136278,"Sprint Côte du Pacifique N-S",3
5136476,"Sprint Côte du Pacifique S-N",3
9876327,"Rue Rachel E. (Chambly / d'Orléans)",3
4746255,"Boucle Ascention Cégep",3
8244019,"St-Hub - Sauriol@Sauvé",3
5136322,"Sprint du Boisé N-S",3
5136455,"Sprint du Boisé S-N",3
9166741,"Tour du Parc Maisonneuve-Pie/Sherbrooke ",3
4000554,"Olympic Laps",3
3862154,"Piste 4",3
9624501,"Boul. Laval à boul. L'avenir",3
5531594,"Boucle Route Verte - Pointe Est Laval",3
1597100,"Miron clockwize",3
8407170,"CX Urbain 2014 Montréal",3
6029570,"Cx Urbain de Montréal ",3
7796884,"Unicon 17 10km road race `loop`",3
7130663,"Des Pluviers mini crit",3
7928530,"Break run 2/4",3
5606469,"gravel lap - saint michel",3
5661836,"gravel lap - saint michel - clockwise",3
2250726,"Miron par la droite",3
7832701,"Unicon 17 CX loop",3
3909799,"Parc Maisonneuve (in & out)",3
2519394,"yo",3
4447443,"Montee Saputo",3
5966419,"Rue de Saint Firmin Climb",3
7621974,"JFP loop",3
1281168,"Parc Maisonneuve",3
1681439,"Papineau Leblanc Bridge",3
8496896,"Rue des Gênes S. (Transcanadienne/Rue Villeray)",3
2366786,"Tour de l'église",3
5040996,"Fin de parcours",3
5041019,"Début de parcours",3
4966784,"Tour entraînement 1 Vrai",3
4961456,"Tour entraînement 3 vrai",3
4905646,"Tour entraînement 2",3
4837277,"Côte du barrage à partir de la base",3
5884967,"CX Sand Pit",3
8411906,"CX Laval - Full Lap 2014",3
2654695,"la ballade des gens heureux",3
5889200,"CX QC Cup lap - Laval",3
6727887,"Autoroute Laurentian Climb",3
9910824,"La petite côte",3
5110940,"Côte du Ravin",3
8002103,"Combinaison R3-R4 Expert",3
4412398,"Montée Oudard lap",3
9675232,"Fontainebleau-Start-Montebello-horaire",3
4316990,"Cote Fontainebleau",3
7910889,"wicked ride",3
2738234,"Fontainbleau Speed Crit",3
2738237,"Fontainbleau Speed Crit",3
7555550,"Loop FB",3
7922558,"FB - Loop back",3
9465634,"Loop FB - 2",3
7905632,"Qoto short technical loop",3
4532374,"La petite roulante - MTB",3
7496470,"Loupe Seven ",3
10081568,"FontaineBleau (horaire) 2 laps",3
10096425,"FontaineBleau (horaire) 3 laps",3
4616341,"Pepe's loop",3
7555554,"Loop Zig Zag",3
8234203,"41e Avenue Climb",3
5290507,"Fontainebleau Loop École - Anti-horaire",3
4022969,"FontaineBleau Loop",3
7930965,"baseball slinger",3
7930971,"baseball fastball",3
5314665,"Boucle Chambéry (de Rang St-François)",3
8333711,"Critérium Parc industriel Bois des Filion - Terrebonne",3
7898984,"Boucle Milles-Iles - Côte Terrebonne",3
7764740,"Plaisance - Urbanova - Laval - Vieux Terrebonne",3
5779702,"Y inversé Vaillant 58km",3
5684868,"61,6 km par ch. St-Charles / Cabane Ronde",3
9654705,"Bon combo de single tracks terrebonne",3
10024133,"pitch only",3
5534157,"Boucle Ouest-Expert",3
9644262,"Gpat 7 tours",3
4111021,"segment final",3
7930368,"Training Loop Parc Industriel",3
6966254,"Loop - Côté boisée X Des Seigneurs",3
8840743,"Fat upper loop",3
9261409,"Don quichotte descente faites attention ",3
9256952,"don quichotte descend",3
5363908,"4e rue and 22 ave Ramp",3
5171353,"23rd Ave Climb - Ile-Perrot",3
1781114,"cote Don Quichotte",3
5398632,"20th Ave climb Ile-Perrot",3
1773484,"Ile-Perrot U",3
4578027,"25th Avenue Ile-Perrot",3
9822403,"mini sprint st joseph ",3
5171336,"24th Ave Climb Ile-Perrot",3
5171384,"22nd Ave / Du Sommet Climb Ile-Perrot",3
7930732,"Alta Velocità!",3
7252764,"Retour",3
9899737,"Jean Leman via parc Cherbourg",3
9499351,"Sprint Chambord",3
8840726,"Fat bike upper loop",3
8840692,"Fat Bike pain courting climb",3
7824082,"Galipeault to Blv de l'Île",3
7252714,"Montcalm Nord 1 de 2",3
5158109,"Delson-Ste-Catherni",3
7337125,"aut 30 to the golf",3
7337126,"aut 30 to the golf",3
9664477,"TT S-A-Bellevue/Senneville",3
9583078,"MacDonald Sprint Northbound",3
9562416,"Macdonald Sprint",3
7922147,"Downtown Kahnawake",3
1829573,"Candiac-Laprairie",3
5800507,"PeeBox to Pass",3
7113884,"Sainte-Anne Hills",3
7719720,"Old Malone",3
9369977,"sprint après JAC go to magnolia ",3
3664681,"Des Chenaux Bike Path",3
5167632,"triathlon senneville",3
5167565,"lap triathlon senneville",3
5675999,"Victoria Street Loop",3
7086069,"104 Sprint to Petro Can",3
2319355,"Chemin De Fontarabie Climb",3
1341872,"Apple Hill",3
9340497,"PS40 : KOM 1 : Elm / Apple Hill ",3
5443065,"Area 51 Drag Race",3
9906474,"Riverside Park to 90th avenue",3
5141559,"WCG : Interval 3 : Baie d'Urfe & Abbott",3
2255032,"Beaurepaire sprint",3
1829595,"Laprairie1-Laprairie2",3
5314419,"Laprairie-Laprairie Ouest",3
5945546,"Senneville Ender",3
7199323,"Downhill king",3
5272198,"WCG : Ferries Loop : Lakeshore part 2 : Morgan to Woodland",3
4343934,"Morgan's Reach",3
1463330,"Abbott Hills",3
5123390,"WCG : Interval 4 : Abbott Hills",3
7778823,"WCG : Interval 2 : Apple Hill",3
3705398,"Lakeshore around Beaurepaire West -> East",3
9316667,"PS40 : KOM 2 : ABBOTT",3
9456725,"woodland au Parc centenaire ",3
7720114,"Beaurepaire sprint (east bound)",3
5123433,"WCG : Interval 6 : Senneville Road Part 1",3
5123397,"WCG : Interval 5 : Path to Senneville via Pacific",3
9643212,"Industrial - Arboretum Climb",3
2177312,"Angell - Lakeview",3
2120375,"L'Aqueduc to Bishop Power 3K",3
2728057,"Lac La citière La Prairie",3
9939887,"Lac de la Citiere ",3
4111028,"Lac de la Citiere ",3
7232878,"90th Avenue (Airlie to Radisson)",3
9647492,"LaSalle Blvd Rollers",3
7232863,"90th Avenue (Radisson to Airlie)",3
1262801,"Last Bit of Lakeshore Before Beaurepaire (backwards)",3
686777,"Last bit of Lakeshore Before Beaurepaire",3
1809040,"Canal de L'Aqueduc to Parc Rene-Levesque",3
9665197,"Dave's Return Policy",3
1871599,"St-Charles Sprint",3
4190603,"Rene Levesque Park Westbound",3
4190620,"Rene Levesque Park Eastbound",3
4665294,"Piste Cyclable-Bike Path Brossard-La Prairie Taschereau",3
5669633,"Parc Illinois",3
9610886,"Parc Illinois full - Est",3
6865145,"Specialized's winter course",3
2189805,"Lachine Waterfront ride",3
9939905,"Par Radisson - Short",3
10097115,"RP Ch. Senneville South Climb (Short & Steep)",3
5629062,"Radisson to 132",3
9610865,"Parc Radisson - Est",3
7726847,"Matte -> Des Prairies Bike Path",3
8204983,"Quartier sprint - Matte to Prairies",3
4879021,"Charles will drop Dave one day segment",3
5594509,"S-E Brossard Loop",3
5589302,"Beaconsfield to Kirkland Crossroads",3
2255216,"Short Sprint St patrick Reverse",3
5642631,"Rivard - IGA sprint",3
5123370,"WCG : Interval 1 : Warm-up",3
665695,"EZ ride 14 juin 2011",3
7454801,"Ravel Sprint",3
5642636,"Rivard - Ch. des Prairies Sprint",3
1314884,"Specialized's course",3
8299077," WCG REV : Interval 1 : Warm Up (2)",3
9760981,"Cartier Sprint",3
9316569,"PS40 : Sprint 1 : Dorval Sign",3
6644968,"OLD VERSION - SPRINT!",3
9582617,"Clement to dollard before light",3
7790439,"Full Sprint St-Patrick East",3
7866633,"Dauphin Uphill",3
7866602,"Dauphin Downhill",3
5629084,"2/3 S-E Brossard Loop (Start Oregon)",3
8771193,"WCG : Full Course",3
4456379,"Baie de Valois",3
4456333,"Valois Bay",3
9625444,"Ville Saint Pierre 25 KM Segment",3
5757546,"Circuit de Tatiana",3
8204074,"Lapierre Home Sprint",3
829944,"KOM SBC Senneville",3
2591863,"behind specialized 2",3
2591860,"behind specialized 1",3
4506331,"Thrush to Lakeshore and St. Johns",3
1443163,"Rocky Single track",3
7339672,"Anse a l'orme ",3
2233276,"BGC Fly-by",3
3757306,"Quartier/Rome path",3
9527484,"Beaconsfield sprint",3
768108,"Up 42e On Grass",3
5669579,"Napoleon from Oceanie Sprint",3
4364699,"Rome/Quartier Sprint",3
7453893,"Quartier Sprint ( Leduc to Rome )",3
9240711,"Lugano",3
10097110,"RP Ch. Senneville Climbs (Going South)",3
686771,"Bouchard",3
7848786,"Leger north",3
9127081,"Napoleon - To Taschereau ",3
666068,"2 km TT Out",3
8343233,"Sharp Left",3
7019119,"Milton Ave",3
5123445,"WCG : Interval 8 : Senneville Road Part 2",3
666065,"2 km TT In",3
5123466,"WCG : Interval 9 : Anse a Orme",3
5655579,"Ste-Marie Sprint",3
2509283,"Finish strong sprint",3
1940833,"Olympic Way",3
4134114,"Service Road Sprint",3
2686149,"desErables",3
4052510,"Senkus Sprint",3
7453921,"Rome ( Quartier to Niagara )",3
7453828,"Rome ( Niagara to Quartier )",3
9586447,"Boul du Quartier to Rue Mistral",3
1224612,"3km out",3
9760946,"Elm to Hymus blast",3
4950072,"St.Johns to coolbreeze sprint",3
4484244,"cardinal east",3
9844073,"Sprint du canal",3
9917983,"Sprint du canal west",3
4607058,"Senkus Climb",3
8120225,"Senkus Sprint Reverse (Snks to Nwmn)",3
2417003,"Mini LaSalle Blvd Straightaway",3
1520662,"2kTT Saint-Charles service road West",3
2525647,"Excellence Blah Blahs",3
3795120,"Royal West Hill",3
9179654,"Bd Champlain - From Rue Crawford to Rue Woodland",3
7085257,"Ile des Soeurs - Pointe Sud",3
7377328,"Brook Climb",3
8160801,"Canal de l'aqueduct - Woodland à Stephens",3
5731587,"Rue Hadley Climb",3
2124180,"LaSalle Blvd Straight Away",3
9598670,"Reverse LaSalle Blvd Straightaway",3
7085300,"Ile des Soeurs - Straight du Golf",3
8290730,"Sprint Ch des Prairies à Rome",3
7568767,"Single Trac - Boul Pierrefonds a rue Gareau",3
5303542,"Milton-Avon Climb",3
7276769,"Techy Noonie",3
10065296,"Nuns Island Path. Golf Île des Soeurs - Boulevard de l'Île des Soeurs",3
4129269,"Sainte Marie Road Climb",3
4173810,"Coal Tower to St. Pierre",3
9948134,"Boul Pelletier ( 134 to Rome )",3
7453840,"Leduc ( Quartier to Lapiniere )",3
7453859,"Leduc ( Lapiniere to Quartier )",3
8086976,"Brock - 3 blocks...",3
4186220,"St. Pierre Bridge to Coal Tower",3
7126083,"Irwin short climb",3
8160772,"Canal de l'aqueduct - Jolicoeur à Woodland",3
9966568,"Beat the lights",3
8015914,"Long sprint Rome (tisserand-Tasch)",3
7749595,"Du Quartier -> Cormora path",3
1504473,"Sprint boul. du Quartier, Brossard",3
9844029,"Chateau Pierrefonds",3
7730630,"Jacque-Hertel, Monk to Mazarin ",3
1520160,"Sprint autour du golf",3
1896831,"Golf Boulevard Du Gartier",3
8155325,"55e South",3
2246185,"parc après l'île des Soeurs",3
1608042,"Nuns Island - Deep in the Woods",3
7106748,"Sprint Grande Allée à Lapinière",3
1489543,"leadout practice",3
5021881,"Lapiniere between Leduc and Bergerac",3
1753374,"Westminister",3
4602463,"Angrignon to Monk",3
4945029,"Police Anger Jolicoeur",3
2456666,"de l'église entre boul.lasalle et champlain",3
9591561,"Cavendish to Broadway",3
4602472,"Monk to Angrignon",3
4237667,"De L'Eglise Bridge to Coal Tower",3
4301213,"Avenue Bannantyne - From rue Hickson to rue de l'Église ",3
2391201,"Nuns Island Path",3
9948143,"Parc de la Terre",3
3723319,"Brunswick West",3
9587914,"Bl. Notre-Dame (Angrignon-Monk)",3
7397592,"End of Bridge Sprint",3
5123740,"To Champlain Bridge (North)",3
9948165,"Pont Pelletier ( Piste cyclable )",3
5594473,"Wavell Sprint",3
5400138,"Grand Boulevard Climb",3
2367565,"go bongo!",3
8261744,"go bongo! (détour travaux)",3
9357828,"Canal + Lasalle",3
8328217,"Des Sources / De l'Aviation - 20",3
8466800,"Boul. Cavendish Dir. Sud",3
5149304,"Saint- Jacques Sprint",3
4301827,"Along the Montreal Irish RFC Practice Field",3
4467358,"Along the Montreal Irish RFC Practice Field - Reverse",3
9966560,"The curve",3
2377930,"Verdun Auditorium Sprint",3
9599044,"Msgr Richard School to Crescendo Restaurant",3
6981631,"Melrose to King Edward Sprint",3
1836979,"Sprint (around home) 03",3
2003281,"Pont de l'Ile-des-Soeurs",3
4187241,"Girouard-Hampton",3
7435923,"These go to eleven",3
9984501,"De l'Église to Bridge",3
5130365,"Pont A15 à pont Rue Beaudoin",3
2658830,"Wellington Night Ride",3
9229808,"Nuns Island Bridge - From Rue Gilberte Dubé to Bd de L'Île des Soeurs",3
9229800,"Nuns Island Bridge - From Bd de L'Île des Soeurs to Rue Gilberte Dubé",3
7727091,"Sprint to Verdun ",3
7481514,"Lapinière (Taschereau à Milan)",3
9179933,"Salabery  Stretch East",3
2046231,"CSL 5K",3
8258515,"Girouard to Harvard Sprint",3
3606939,"Decarie-Hampton",3
2353234,"Bridge to De l'Église ",3
5920457,"Canal de Lachine - From Parc Gadbois to Parc Gedeon-De Catalogne",3
3626796,"Henri-Duhamel to Caisse (via : Blvd Lasalle)",3
9966600,"Av. Verdun (De L'Eglise à Atwater)",3
9896078,"Av. de Monkland E. (Kensington / Wilson)",3
4162784,"GrandBoulevard(Maisonneuve-Fielding)",3
9896080,"Avenue Wilson S. (Monkland / Notre-Dame de grâce)",3
2189508,"St-Jacques (St-Remi to Decarie)",3
9344399,"Montée St-Jacques (CUSM)",3
7841490,"Girouard park sprint",3
1753270,"Kildaire",3
2155319,"Kildare Reverse ",3
3684298,"Guelph/Heywood Sprint",3
9896082,"Avenue Notre-Dame de grâce O. (Wilson / Girouard)",3
9384940,"El sprint du Château",3
4952102,"Verdun, LaSalle, stop @ École sec. Mgr-Richard",3
9316359,"Boul NDG Sherbrooke ad Girouard",3
9898212,"cusm",3
9344408,"Décarie (Maisonneuve à Côte-St-Antoine)",3
8466803,"Av. de Monkland E. (Cavendish / Girouard)",3
8466807,"Av. Girouard S. (Monkland/Sherbrooke)",3
5123979,"To Lachine Canal!",3
7897257,"St-Patrick: Angers-Atwater",3
2027245,"Boulevard LaSalle (Rue Centre / Rue Strathmore)",3
4957106,"Parc du Pont Champlain",3
8328209,"De l'Aviation Ouest",3
6967782,"Mackle Tackle Reverse",3
1828963,"Tackle Mackle",3
3956796,"Girouard South",3
8466809,"Rue Sherbrooke E. (Girouard / Victoria)",3
7146889,"Mom's hill bomb n climb",3
1690240,"Lachine Loop - path only",3
4582524,"Petite montée entre Monseigneur Richard et le pont de l'ile des soeurs",3
4023855,"Tour de Juif",3
8341036,"Ellerdale - Fielding Ouest",3
5779141,"Clanranald Avenue Climb",3
2396700,"Villa Maria Sprint Reverse",3
4125262,"de Maisonneuve End Reverse",3
1527026,"Westmount to st-ambroise dh",3
7365694,"Simard via Victoria ",3
3589694,"Boul. Simard dir. Ouest",3
2003299,"Boulevard Simard",3
5598293,"Parc de la Marina à Victoria",3
7928767,"ANobel to StFrançois on Fleming",3
1686389,"Fleet Wood Mac Attack",3
8341061,"Fielding - Ellerdale Dir. Est",3
8024989,"Villa Maria climb only",3
9254883,"Sud-Ouest/Lasalle/Verdun - Reverse",3
2743948,"Sommerset Climb",3
8011236,"Blvd Pierrefonds to Salaberry",3
5047950,"Sprint Frédérick Banting",3
2148634,"Avenue Clanranald Climb",3
