id,name,resource_state
4000955,"Viaduc Saint-Charles",3
4475334,"Notre-Dame Sprint Ouest",3
4294903,"Chemin de la rive",3
4475321,"Notre-Dame Sprint Est",3
8345510,"Ste-Hélène (De Ste-Foy à Desaulniers",3
4918017,"longueuil beach",3
5077422,"Molson Brasserie",3
2305416,"Fernand-Lafontaine",3
4237262,"OLD VERSION - Leblanc (ouest)",3
7373403,"Sprint Roland-Therrien",3
7317758,"Boul Nobert",3
9789311,"Boul. Beliveau (De J-C à Roberval)",3
1405498,"Boul Jacques Cartier",3
2297740,"Boul. Fernand-Lafontaine",3
3983508,"bute Parc régional",3
7707827,"michel-chartrand",3
7373375,"Circuit Archambault-Robin",3
8558081,"Clairevue Northbound (Approaches 24')",3
3944939,"CSA Lap",3
9847460,"Vauquelin-R100",3
7175185,"Ostrich Climb",3
4042083,"descente riviere nord",3
4035620,"descente fresniere",3
4042065,"descente",3
5346874,"Chemin Riviere Nord + Riviere Sud",3
4035564,"rivier noord-belle riviere-fresniere-riviere noord",3
9650715,"Riviere Sud + Riviere Nord",3
9499992,"Boucle RS-RN",3
9331483,"Sprint Chénier 500m",3
9612410,"crèmerie / arthur-sauvé",3
9612429,"Pont Arthur-Sauvé sud",3
9612404,"Ste - frenette/crèmerie",3
9395202,"Ste-Rose",3
7666755,"Dagenais W-E ",3
7772269,"Dagenais E-W",3
7709207,"Sprint Gaby N-S",3
9413423,"EDITH EST TENDU",3
7928549,"Break Run 3/4",3
10105451,"Montée champagne Dagenais / Des Bois",3
9395194,"Seguin1",3
9612396,"Cousteau",3
9395200,"43e",3
9175079,"C-L Rush Hour Sprint",3
7750664,"Boul Souvenir Techno (Est)",3
7724134,"2020 Criterium",3
7928502,"industrial break run",3
1732601,"Pont Viau (Vers Laval)",3
1732621,"Pont Viau (Vers Montréal)",3
4000614,"boul des prairies Crochet-Major",3
4000469,"boul des prairies Major-Crochet",3
5652273,"Somerville (St-Laurent-Pont Viau)",3
9640100,"Chemin de Fer - Saint Martin - Valois",3
4551569,"descente du moulin",3
9640057,"chemin de Fer - de LaConcorde Saint Martin",3
8298601,"Montée Rue Notre Dame de Fatima",3
5209580,"Pont Train Cartier",3
4722309,"Pente Lajeunesse",3
5021004,"Parc Gouin E-O",3
3763409,"Berri - Henri-Bou -> Sauriol",3
5136448,"Le Double sprint de Claude Robillard S-N",3
4562995,"Christophe Colomb (Louvain/Henri) Nord",3
5136471,"Sprint du parc Olympia S-N",3
5136466,"Mgr Henri Fleury S-N",3
8334558,"C-C / Sauvé to Gouin",3
5136337,"Le Double sprint de Claude Robillard N-S",3
9735436,"Petite_Montée_Ile_Visitation",3
4242361,"Viau Sprint",3
4262510,"Sherbrooke: Parc à Pie-IX",3
2161836,"Maisonneuve Ring",3
7665288,"Piste entre Parc -Jardin",3
3782452,"Pie-IX/Viau(Sherbrooke)",3
7409338,"Sprint",3
4017906,"Rosemont_Pie-IX@Viau",3
7037138,"Pie IX Up (Masson @ Rosemont)",3
2636201,"6 - 16 Avenue East",3
7289775,"Saint Zotique Sprint",3
4127290,"Geoffrion au Rodi",3
7457586,"Dickson - Barsalou",3
7526050,"Des Futailles -> Dickson",3
4101879,"Viau Sprint (SHerbrooke-Pierre de Courbertin)",3
7766384,"Sprint Marseille entre Viau et Dickson",3
7503200,"Pierre de Coubertin Sprint",3
3607454,"Pierre de Coubertin / Ste-Catherine",3
9428078,"Haig",3
1844311,"Sprint Hochelaga - PDC",3
4692757,"Jackalope Crit 1 Lap",3
2130368,"Piste 132 last 2k",3
7814080,"Marie-Victorin sous la Vingt [nord]",3
7813707,"La route qui pue (est)",3
9511186,"Boucherville Smooth Sprint (West)",3
7723129,"Viaduc 20/Mortagne (est)",3
5011726,"La route qui pue (ouest)",3
7723115,"Viaduc 20/Mortagne (ouest)",3
5742758,"Up Jean-Paul-Vincent",3
5742772,"Down Jean-Paul-Vincent",3
7622749,"Adoncour EST sprint",3
7612591,"chemin du tremblay sprint",3
7355370,"Boucle du Bousquet",3
7355359,"Boucle Futaie",3
5111859,"descente villeneuve",3
4079916,"Côte des Corbeil nord/sud",3
2580210,"CLM Côte des Corbeil",3
7326870,"Montée Leblanc",3
3879130,"Rue Dubois vers Sud/Ouest",3
3879150,"Auto-13/Grande-Côte vers Est",3
7666781,"CROSSTR S-N",3
9809923,"Chateauneuf-Boisbriand",3
9813344,"STR CRIT//start-finish=117",3
9806748,"Tour De Laval LTC",3
1947927,"Tour de Laval",3
1842753,"Laval crit loop",3
2312965,"Coupe Pantani Sprint",3
7473153,"Piste Cyclable Sud Bellerose/St-Elzear",3
4392264,"Rang de l'équerre sud-nord",3
5085041,"Dagenais O-E",3
5085047,"Dagenais E-O",3
9848086,"Pist cyclabe nord St-Elzéar Bellerose",3
4747691,"Rossignol N-S",3
7996505,"Sprint Roseval",3
7477988,"rang de l'équerre Nord-sud",3
2181364,"Montée Notre-Dame-de-Fatima",3
4571910,"",3
2366843,"Côte du barrage",3
7424904,"Bosse Rue Mondor à Rue Lesage",3
4539212,"College to Champagnat Sprint",3
1966969,"Gouin&Piste_PieIX@StGertrude",3
7848766,"Montée Piste Pie-IX",3
7740441,"Boucle est de Laval",3
1966937,"Gouin&Piste_StGertrude@PieIX",3
4034654,"Piste Centre de la nature",3
8549596,"Industriel - Hébert-Castille",3
7913338,"Montée Av. Seigneur Lussier",3
9133530,"butte Belanger",3
4010571,"Boulevard Henri-Bourassa Est Climb",3
8496860,"Jarry O. (Ray Lawson/Blvd Louis H. Lafontaine)",3
8496867,"Passage sous l'autoroute 25",3
2652393,"Rue Bourgjoly Climb",3
6707104,"Rue de Bellefeuille Climb",3
3431373,"Bélanger under 25 SR",3
1818143,"Promenade dan le Parc Bellerive",3
8327384,"Sprint Sherbrooke (place versailles/des Ormeaux)",3
2804369,"Promenade Parc Bellerive est-ouest",3
8293255,"Sprint Honoré/des Ormeaux",3
7536596,"Georges V Sprint",3
7569084,"Boul Joseph Versailles",3
4271180,"Autoroute 25 - Ave Georges V",3
7174991,"Roi-René North",3
9754146,"VInnies NEXT KOM!",3
7071071,"Crossing Contrecoeur",3
7814107,"Barre-toi! (sud)",3
8327588,"Club aviron boucherville nord.",3
3993020,"Marie-Victorin Downtown Boucherville",3
7904726,"Barre-toi! (nord)",3
8190700,"Viaduc Club aviron Boucherville",3
3875789,"Fort St Louis",3
9764137,"Club aviron @ Rue Guérin ",3
8277842,"CX Boucherville 2014",3
5835530,"Vitesse Max",3
5826872,"CX-boucherville",3
8270341,"Chemin d'Anjou (est)",3
9423635,"Chemain d'ajou",3
7355377,"Boucle Chataigniers",3
9751164,"Chemin d'Anjou Ouest",3
7247695,"GG sprint",3
7355386,"Boucle de Normandie",3
8169101,"Boucle du boisé",3
7355391,"4 boucles",3
9910821,"Côte des anges condos",3
3984191,"Domaine_Vert_Stretch_Voie_Ferré",3
7739083,"15 Overpass direction Est",3
4066361,"Overpass 15 sur Chemin Cote Sud vers ouest",3
4863490,"Grand-Allé le ti-bout vers sud",3
7845817,"Côte Boul. du Côteau",3
4891693,"Côte St-Louis (Ste-Thérèse)",3
7532417,"Sprint Garneau concept!!",3
9673033,"Rue du Grand Prix",3
8389903,"DMI (CW)",3
9746343,"Rue Doris-Lussier",3
9299334,"St-Augustin40",3
4805817,"Montée Curée-Labelle entre Blainville et 640",3
7478080,"Descente grande côte",3
7931285,"Cure-Labelle Piste Cyclable",3
7479001,"Labelle : Boutiller - Grande côte",3
7478190,"grande côte : Labelle - montée sanche",3
7478290,"Montée Sanche : Grande côte - des entreprises",3
7039888,"Rose Alma Climb",3
7797960,"Golfridge Crit",3
3979107,"Trail 640 vers Est",3
8450924,"Défi Soccer @ Horaire",3
3903849,"Piste cyclable laval nord(petit bout)",3
5883643,"Piste cyclable - Av. des terraces vers Boul. Ste-Rose",3
8996021,"Terrasses - Des Laurentides à Route Verte",3
4129370,"Roland-Durand (est de Lesage) Sprint",3
2598176,"Boul. Roland-Durand",3
4478320,"Button Olier-Payette",3
5032278,"Saint-Saëns",3
8277299,"Montée Terasses",3
6995209,"sprint rue Perron",3
9980610,"Chatillon_a_DesLaurentides",3
10035646,"LausanneLoop",3
3712876,"Park Loop",3
4943335,"Sprint between berge and bridge",3
5430731,"Montée du pénitencier (jusqu'à la porte)",3
7050451,"Pont A25 Montréal vers Laval",3
4106822,"Pont A25 Laval vers Montréal",3
7693989,"Petite montée pont de la 25",3
2183559,"Pointe-est Laval via Masson",3
8289344,"Montée Masson - Lévesque@SortieAut440",3
4594491,"Boucle de l'A25",3
5754375,"boucle pointe de l",3
5778561,"boucle pointe de l'est",3
7904501,"Henri-Bourassa (Rudolphe to Ray Lawson)",3
7220365,"Voie service A25-MauriceDuplessis à Perras",3
7895333,"Perras à M. Duplessis - voix de service",3
1623219,"Montée Fernand Gauthier",3
9907982,"15e Ave MTL-Nord",3
9949677,"4e Ave. de M,Duplessis à Perras (N)",3
9949693,"4e Ave. de M,Duplessis à Perras (S)",3
7337531,"TDI Quarry",3
7338811,"Carrière Lafarge climb",3
5812771,"Victoria / Durocher vomit sprint",3
2804351,"Victoria retour",3
2779529,"Rue victoria",3
5012940,"MarieVictorin Ouest@Agenson",3
9760674,"Sprint Argenson-Chemin de la Côte",3
4588232,"Tour Ile Grosbois",3
5350097,"Rue de la Seine Climb",3
2272522,"De La Rivière aux pins, Boucherville",3
9288607,"Jean-Coutu Nord",3
9434765,"Rue Saint-Jean, Mirabel",3
9910809,"Vers le golf Diamant",3
7849045,"Piste 12 MTB vers Rang Ste-Henriette",3
5025814,"XC 1",3
7496450,"Snake Pit court",3
1747575,"Ch.Notre-Dame to Rue Charles",3
7841828,"Test1",3
7849022,"Piste 12 MTB vers l'acceuil",3
9612662,"Piste 14",3
9425177,"Sprint Outlets",3
9910804,"Sortie 28",3
9910360,"Boucle #4",3
2561829,"Parc Linéaire Des Basses Laurentides Climb",3
7285150,"Céloron - KM Etalon - Nord",3
4783203,"Omer Deserres morning sprint",3
4876134,"Céloron - KM Étalon - Sud",3
5543410,"Omer Deserres evening sprint",3
8002070,"Piste R3 Difficile",3
1570371,"Rue Gaston Dumoulin Climb",3
7719777,"sprint final",3
7788351,"Boulevard des Mille-Îles",3
7828797,"Sprint Seigneurie",3
2642634,"Le petit bout",3
8074357,"Rochefort vers Fontainebleau",3
5216238,"Saint François vers Est",3
3984245,"Renaissance Côte Seulement",3
7611498,"FontaineBleau (horaire)",3
7668315,"Renaissance - Gatineau à Annecy",3
7275935,"Saint François vers l'ouest",3
7115546,"Côte Renaissance "Official"",3
2685036,"Retour par Fontainebleau",3
7531828,"Côte St-Louis - Short Stretch",3
7733572,"Pont David - Dir. Nord",3
8042689,"25ième to Urbanova",3
5279973,"Boul. Mille-Iles sprint",3
8234243,"52e to 56e Bump",3
5279491,"Boul. Mille-Iles 500m",3
1559844,"Gagnon",3
7204990,"Côte Montée Gagnon",3
9132894,"700 Meter Uphill Sprint",3
1813412,"Gagnon Downhill",3
5719794,"Descente Boulevard de Gaulle court section",3
1423111,"Boul. Ste-Marie (montée)",3
2445297,"Montée - Boul. Ste-Marie",3
1384672,"Boul. des Milles-Îles - Club de Golf",3
2920233,"sainte-marie en descendant",3
4972136,"Boul. Milles-Îles (Papineau à Ste-Marie) Part 2",3
8268649,"Parc to power lines",3
9312044,"Butte Camping 5 étoiles Est",3
8268677,"Power lines to parc",3
7818723,"montée du golf",3
8236424,"Bump to Hydro",3
4871307,"Bute montée masson",3
10040406,"Monté masson jusqu'à la lumière",3
7241011,"sprint course Laval",3
4375382,"boucle route laval",3
7346210,"55e Av Descent (4e Rue - Gouin E)",3
1374658,"Saint-Jean Bapiste - Uphill",3
7898997,"Saint-Jean-Baptiste (Perras-Chemin de fer)",3
