Segment Id
12396278
3993749
9388019
2101903
4651319
14308120
9537504
9427494
17204059
12551422
4134052
5463433
9537797
7271091
16074143
1175458
8388474
5660023
4134046
155861002363685
11505032
608827
4451233
8979728
8888747
6297371
3887431
760
12147140
12039595
12076775
11139105
15007186
9004967
7975151
7969374
7967654
7505566
7719720
3984494
7505581
1103607
12080983
14781329
17292078
1616002
10405334
171363711338663
1377886
12438267
9658776
1063025
4762073
17302738
16268588
4080131
13210583
4466337
5860628
7783279
15165704
14831495
5102934
4560258
16080294
3519259
1777069
2519411
8067931
10644725
108728027270723
12838284
3457177
5569781
12029492
5765625
12418034
10202057
1525125
3798333
3494087
9288581
6978887
9902946
9955921
15915452
7831346
15548238
9323886
16482310
5330275
12952172
10069561
13786610
14623064
2367601
617648516229220
8751248
5765374
8067926
3685739
4814222
15863273
16381478
3889726
3312761
2299988
9828820
15463635
3447807
13228792
7089657
1543969
4849109
909803
7700883
3890786
8071723
8248128
10124703
3920779820006
13522737
17212797
1177469
15546317
13083338
2148346
2886967
15401364
9819253
17039984
8881095
3877890
11431180
1140994
1104938
3758470
12543704
3845820
738048
7387219
1824373
7091091
12123282
9145085
11408698
7521075231369
3359524
8097364
8139359
3618675
11193378
16501621
10821118
1927903
8676543
4749340
9200185
15812490
14903213
15316347
15223595
6735371
9298860
10577719
5578922
612002712284128
13714192
11187824
17053521
2545566
2633229
10137987
5284677
1613580
7146312
4318610
9696435
17053560
1405820
6854411
4255362
15049232
1353818
4393873
14090149
3554269
2255083
7077427
97031024955311
11016901
4226903
6700136
8308209
3460615
4519934
5727805
13366569
10667548
2275987
7595682
1446958
1705353
9869187
16500314
12543694
4166977
5376076
10638286
6890229
11016920
12398642
8676549
10274157
153163011352476
15259326
1678090
5502637
4393858
4399209
12124202
12148190
5860613
10852454
2592550
7611270
4249766
8003195
8006709
8024813
5492631
4210214
4232572
5515255
5515498
5539191
5585073
5550821
4321774
43753637723757
5191105
3945635
5184354
4000194
5008231
5008281
5716923
5705488
8265421
7819317
5290279
5291751
4043171
7775208
4058174
7944673
7939525
4152179
4590067
4587540
46192264618302
7110804
4543098
7036869
7175280
7175292
7229480
7207105
7155177
5907649
7184766
7179163
7178284
7290375
7270264
7270268
7402025
7374803
7454779
7466992
7467089
4934175
7460483
7710493
7782763
4024931
77377987738876
7790710
5314217
7832690
4064924
5302874
5302925
5291724
7662449
7656472
7686059
7686073
7632115
7664774
3936673
7863782
7863791
5347426
4222095
5467730
4239366
7903922
7894939
5420187
6669786
4134580
50085227524001
3773315
5045006
7572275
7572862
7581396
5105169
8041482
6997530
4479169
5660650
4465083
4411658
7290600
5871023
5955710
7207089
7270267
7355289
4394879
4394889
4391861
4330009
5837290
4545361
45140498271430
4623013
7157877
4672986
7175263
4680444
7178258
5901468
7193215
7197033
4321805
7391993
4929316
4931515
4939347
7479385
7411673
7495586
7496954
4788251
7240638
7250352
3733986
7246692
5398874
76563413903742
5162867
5174139
7710862
7710898
7720079
7719755
7744353
7927059
4232758
7994228
7686118
4261681
4322063
8017576
8017581
5705504
5636820
4391850
5837723
4591884
46652444684581
4684593
5752861
4471958
4721715
5980670
7247558
4837114
4871682
7458077
7435941
4934263
7461319
4972907
4902688
4869684
7402311
7567924
5030073
7519545
4514005
5778868
70628134466173
4471986
5691395
5928999
7174695
7175372
7232523
7185685
4772905
7270269
7278254
7270276
7341885
7388788
8111051
6914919
7100075
5837304
5837733
4576953
5837750
7393035
7467009
7245108
73178957316930
7473433
4976659
7899049
4118956
4049437
7894940
7726544
7726553
7706864
7711848
4030122
5162852
7667803
5093506
5110967
3857749
7594616
7632081
5467720
5447557
7929929
8006087
8017838
5515215
4242431
8062957
80724254307104
5560267
7994763
4118792
4087944
5314210
5279791
5303403
4024790
7824682
4000136
4000253
4000356
7691130
3975907
7710448
7710885
3954004
7737758
3982466
4246903
4232625
7939530
5515088
3849831
7575601
5044480
37900115015837
5032305
5020445
5162843
7667756
5170338
5183751
7984352
4232768
4296382
8048140
7504608
8095824
5626354
8135383
8144890
5683199
5837462
5837790
5836701
5846755
7104804
4638156
5705656
6996634
70214118208432
5706954
7010507
5765182
7325312
7374858
8212239
4837876
4837883
4769161
7318065
7259057
7298544
7206013
7222949
4684009
7194567
7184331
7175316
5927214
4972158
4972817
4919480
7431548
4893563
4892743
37762153773396
5032698
5032751
3762762
5044126
3798659
7882634
7881687
5405163
7904717
5096706
3878037
3916825
3918538
3965677
5265964
7782756
7580164
3810185
4186359
4249776
3956861
3956695
51795614232550
4232606
4232739
8024817
6778334
3976567
4101472
7852157
5335095
6996646
4466134
4465189
5731160
8239528
4456721
4587442
5837241
7168946
5584944
4341912
5559159
4376029
42911987185251
3714881
3714884
6004320
7062773
4564271
5813089
5817458
8259104
4545339
4529172
7270265
7293902
7317768
4618096
4653592
7373803
4974265
7473471
7479315
7347285
7347287
7347490
7443720
7402129
49050047446806
7393018
7460466
5162878
5143271
5179338
5179476
5493077
7955687
7947711
7710846
7726563
7738598
3956254
7713575
7756246
4365000
4321872
8118007
5546984
7598001
7601581
51245468140330
5636791
7691444
3998317
5291213
5289101
5817099
4538063
5838252
5837728
5837718
4551090
4778002
4806608
7371536
4902658
4894079
7392892
4855153
4861130
5722352
4474157
8239564
5693286
8169485
56656454466260
7179129
5958816
7214055
4687770
7155294
4639511
4157059
5388121
4133215
5362733
4936197
7467041
7467185
7468267
4939318
7460537
4788188
4784010
7610424
5474995
45514354551675
4547040
4544529
5618846
